T,X,Y,Z
10475,0,-24,-20
10477,-36,52,88
10481,36,-48,68
10483,36,68,180
10485,24,44,-60
10487,-52,-52,-4
10499,-8,-12,-72
10501,-12,0,80
10503,8,12,32
10505,52,12,8
10507,152,160,-2000
10509,-284,52,1184
10511,-132,-192,64
10523,80,24,340
10525,216,-12,768
10527,-412,44,-4704
10529,-524,-68,1296
10531,668,-164,1796
10543,228,100,-1528
10545,384,364,628
10547,-324,-480,612
10549,148,-188,-140
10551,468,336,-376
10553,-200,-76,248
10565,-128,16,68
10567,-48,100,-96
10569,-60,-220,-208
10571,-132,20,-320
10573,168,192,-144
10577,-160,-36,352
10579,48,-24,464
10591,40,16,-372
10593,-152,40,-420
10595,68,28,264
10597,-12,-84,172
10599,-136,-56,-540
10601,-16,-20,-40
10613,28,-280,540
10615,572,-20,-96
10617,-316,80,-20
10619,48,-148,140
10621,256,-80,376
10623,-80,104,-564
10635,76,-28,84
10637,-428,-120,-140
10639,236,116,-288
10641,-148,208,-192
10643,-180,-128,112
10645,216,-84,380
10657,-36,-12,-244
10659,28,-148,12
10661,-92,-72,192
10663,12,-68,132
10665,12,-88,-188
10667,-88,12,-40
10679,-72,56,-420
10683,-76,84,48
10685,56,96,188
10687,124,116,48
10689,0,76,48
