T,X,Y,Z
45399,-32,16,100
45401,-132,-20,-92
45403,-28,-16,88
45415,-92,-48,-60
45417,36,-8,-60
45419,76,20,-4
45421,0,-16,-36
45423,8,-40,20
45425,-52,32,-84
45427,204,-16,-56
45439,388,-12,1000
45441,192,148,-1416
45443,-692,24,-296
45447,-128,140,-1172
45449,-752,-508,1340
45451,452,52,-448
45463,180,4,-540
45465,436,76,476
45467,-168,-156,-88
45469,380,-124,-116
45471,296,-196,300
45473,-392,-192,-248
45485,-188,-48,-8
45487,92,-180,252
45489,-176,-20,64
45491,-124,0,-652
45493,76,-36,96
45495,8,92,424
45507,-120,160,-580
45509,-308,-60,136
45511,168,-100,476
45513,-464,-16,820
45515,-248,-268,-2676
45517,280,256,-1096
45529,-12,-200,864
45531,80,-32,-416
45533,-8,188,-204
45535,316,-88,752
45537,-44,-120,132
45541,408,80,-172
45543,-372,-204,60
45555,-80,172,-96
45557,-68,-16,-240
45559,-136,-80,12
45561,-24,156,-304
45563,-124,44,40
45565,20,-44,52
45577,100,8,-124
45579,0,-40,-204
45581,220,-36,-4
45583,36,-68,164
45585,48,-132,-88
45587,32,8,-72
45599,36,72,-104
45601,-80,108,-148
45603,-48,104,-92
45605,84,104,92
45607,-24,44,180
45609,-16,100,124
45621,72,-52,8
