T,X,Y,Z
60031,32,60,-4
60043,52,112,-160
60045,48,-12,-72
60047,28,-116,4
60049,-44,20,132
60051,44,-80,4
60053,16,-24,-36
60065,100,20,28
60067,-40,-52,-80
60069,64,-12,-28
60071,80,88,-1652
60073,-424,-208,1764
60075,380,76,-472
60087,92,240,-296
60089,52,112,1252
60091,-24,-176,-96
60093,-80,220,-312
60095,300,88,484
60097,-132,-68,-276
60109,124,164,16
60111,156,28,16
60113,-288,-168,-60
60115,120,112,-324
60119,-144,-128,-72
60121,76,28,40
60123,8,116,136
60135,-8,-96,12
60137,4,-60,-84
60139,108,52,88
60141,-192,-80,76
60143,4,-16,-308
60145,72,112,-84
60147,-88,88,8
60159,28,92,-60
60161,-192,44,132
60163,-4,-52,44
60165,-12,16,92
60167,-16,44,248
60169,172,72,-504
60181,76,-44,-36
60183,-8,-80,-388
60185,-104,60,-464
60187,-56,80,228
60189,-92,-144,852
60191,-196,40,0
60203,128,140,332
60205,60,-100,448
60207,16,-88,260
60209,8,48,-600
60211,92,44,192
60213,-48,-52,600
60217,68,144,-472
60219,-48,-8,92
60231,52,-12,108
60233,20,80,76
60235,-20,-68,40
60237,-16,-132,60
60239,104,44,-400
60241,4,24,-200
60253,52,-32,132
