T,X,Y,Z
7878,80,-120,0
7880,112,-48,20
7882,48,92,112
7884,32,44,-20
7886,76,196,56
7898,-80,20,64
7900,-12,24,-60
7902,-52,-96,0
7904,-8,28,-164
7908,12,60,-48
7910,132,140,-1836
7912,-280,-124,1572
7914,252,-88,276
7926,-116,64,-608
7928,312,148,608
7930,-36,-136,444
7932,-568,208,-576
7934,8,-436,2848
7936,496,4,780
7948,268,124,-768
7950,256,-68,592
7952,-296,-336,200
7954,332,128,-500
7956,256,92,20
7958,-312,-232,620
7970,-52,-68,76
7972,-24,-84,-336
7974,-40,-128,8
7976,-48,-12,-400
7978,-172,140,224
7980,-24,72,368
7982,-192,-4,260
7994,-52,100,-136
7996,32,36,120
7998,-120,-132,-40
8000,20,-8,-36
8002,-104,-24,136
8009,16,-88,-28
8011,8,-136,40
8013,-32,-208,156
8015,152,-36,692
8027,-40,-136,1096
8029,184,116,-256
8031,-52,20,-2904
8033,-440,316,-1772
8035,232,76,812
8037,-304,-204,428
8049,164,140,-72
8051,-4,-32,492
8053,-72,-124,144
8055,132,208,-404
8057,72,64,-88
8059,-128,-212,212
8071,124,104,-140
8073,8,-112,-72
8075,-20,-148,248
8077,8,84,-32
8079,-40,24,-72
8081,-20,-56,-88
8083,-64,-36,232
