T,X,Y,Z
6884,-80,-8,144
6886,24,40,120
6888,-80,-8,44
6890,28,-16,12
6892,-44,-64,40
6894,4,-24,52
6906,-68,-72,-60
6908,-80,-4,28
6910,56,24,-136
6912,32,-20,-4
6914,172,220,-1620
6916,-140,-60,1028
6928,-348,-56,-404
6930,52,240,-1016
6932,44,116,708
6934,244,-204,700
6936,-544,196,-1388
6938,-500,-412,1908
6950,-348,-236,-264
6952,264,276,-1020
6954,272,24,628
6956,-240,-516,252
6960,324,28,16
6962,-500,-204,292
6964,364,-132,-180
6976,-92,-60,-240
6978,-160,-128,-96
6980,124,40,-232
6982,100,56,156
6984,8,76,-116
6986,-152,72,312
6988,180,96,188
7000,24,72,-12
7002,-12,68,160
7004,-24,-108,156
7006,-60,4,-132
7008,-8,-88,748
7010,112,20,-772
7022,320,-8,356
7024,344,188,-256
7026,-276,-128,-700
7028,296,176,672
7030,-76,-96,884
7032,180,-200,-256
7044,-56,172,180
7046,-20,-120,48
7048,-44,12,-288
7050,60,156,-144
7052,-80,-36,144
7054,-288,-36,132
7058,12,72,-128
7060,-136,-64,132
7072,56,-20,-244
7074,68,-120,-32
7076,-12,-100,128
7078,20,16,244
7080,104,-40,120
7082,120,-24,-8
7094,-100,32,80
7096,84,16,8
