T,X,Y,Z
44999,-12,-32,-144
45001,-36,8,236
45003,-28,60,148
45005,24,16,-60
45007,76,48,144
45009,60,12,-44
45011,32,68,-64
45013,4,-52,-52
45015,16,-28,-40
45027,268,64,156
45029,352,-272,732
45031,-804,348,-512
45033,252,-220,200
45035,180,60,436
45037,-104,124,92
45039,172,140,328
45041,-112,-124,-80
45053,-268,24,884
45055,48,72,-1052
45057,-136,-24,100
45059,-240,64,524
45061,-80,92,360
45063,80,4,256
45065,184,-16,-324
45072,84,84,-164
45074,32,32,228
45076,212,-164,-112
45078,124,-124,-40
45080,-104,-36,-8
45092,-44,-40,-244
45094,-128,-108,-136
45096,-36,-28,-188
45098,140,12,20
45100,-28,-48,288
45102,-32,-8,228
45104,-112,28,48
45106,104,-8,-236
45118,-128,-100,-304
45120,-24,72,-392
45122,0,40,712
45124,-52,-108,3208
45126,388,-116,-2552
45128,312,492,-1612
45130,-816,-324,524
45132,740,-48,640
45144,-28,92,92
45146,-32,-4,-12
45148,124,68,-408
45150,48,100,0
45152,-40,-60,-128
45156,4,0,-480
45158,-224,-52,-332
45160,36,-12,256
45162,36,-112,396
45164,168,128,-268
45176,-56,-100,84
45178,-16,-96,20
45180,-76,60,132
45182,48,60,192
45184,28,-60,-40
