T,X,Y,Z
25426,-4,-8,68
25428,0,-36,-28
25430,16,20,-80
25432,104,-68,16
25434,52,16,0
25436,-32,-44,-116
25448,-48,20,28
25450,-12,-28,-48
25452,16,20,-44
25454,76,-120,176
25456,496,-300,-1388
25458,-308,716,-148
25460,-272,-632,1120
25462,492,360,-432
25474,-520,-48,524
25476,-384,220,1648
25478,-156,-8,-1100
25482,-408,184,248
25484,780,184,-52
25486,160,-384,-664
25488,-696,60,-680
25490,-320,40,1656
25492,72,76,1380
25504,-144,624,1288
25506,192,-60,-400
25508,208,-164,12
25510,-120,-24,-404
25512,-352,-268,-576
25514,-192,-100,56
25516,184,224,-84
25518,112,288,80
25530,256,36,104
25532,116,4,160
25534,-208,-176,324
25536,24,-96,112
25538,12,-12,-356
25540,28,64,-248
25542,-24,-44,372
25544,-52,-8,1072
25556,-244,80,424
25558,300,-8,-4400
25560,-80,216,200
25562,76,200,-256
25566,-452,-76,-748
25568,312,124,260
25570,-228,-16,1088
25572,240,-108,-1012
25574,-52,4,-88
25586,-112,-112,0
25588,152,36,-172
25590,-44,40,-316
25592,-56,-132,-156
25594,148,-64,304
25596,72,28,-88
25598,-140,60,128
25600,-32,44,404
25612,-80,8,-72
25614,-40,-24,192
25616,-56,-20,-204
25618,0,48,-176
