T,X,Y,Z
7431,32,-4,20
7433,-52,104,72
7435,-4,32,56
7437,28,56,-112
7439,56,28,40
7441,12,28,-24
7443,112,-28,40
7455,-60,144,-340
7457,20,144,-20
7459,24,-4,-272
7461,236,48,1308
7463,372,-20,-1820
7465,-216,-156,612
7467,-408,148,696
7471,-736,-108,-1016
7473,-288,320,456
7485,-264,-324,-384
7487,-256,300,1076
7489,-196,-72,380
7491,448,-176,-936
7493,316,280,228
7495,-140,-64,-52
7497,-152,-284,-472
7509,-388,-36,-144
7511,-48,-52,312
7513,92,116,-156
7515,120,148,132
7517,40,-136,344
7519,52,-228,-16
7521,-116,104,-364
7523,24,112,172
7535,76,-76,120
7537,8,76,248
7539,132,32,-256
7541,-20,-12,228
7543,-4,32,156
7545,-64,-32,-232
7547,-264,52,-328
7549,-388,88,-240
7561,-712,-124,1740
7563,448,248,296
7567,184,0,-1396
7569,204,72,-204
7571,-320,-76,1080
7573,24,-80,-1008
7575,104,-64,664
7577,196,112,872
7579,32,-136,-340
7591,68,112,-260
7593,-256,-40,324
7595,-56,-8,16
7597,80,48,-244
7599,-176,-84,-120
7601,56,-32,396
7603,4,88,-144
7605,-28,-20,-20
7617,-56,-12,176
7619,-76,72,-60
7621,44,-20,4
7623,16,48,-36
