T,X,Y,Z
53021,16,-76,36
53025,-16,48,-16
53027,-44,-4,104
53029,32,32,0
53031,12,-100,-52
53033,40,-60,32
53035,88,124,20
53047,0,-28,-52
53049,-12,8,28
53051,-20,36,44
53053,376,48,-476
53055,-216,-172,844
53057,24,72,-116
53059,288,32,112
53061,-88,-64,-552
53063,12,128,868
53075,-400,-148,-1244
53077,-448,420,368
53079,-72,4,576
53081,156,-280,-784
53083,-152,236,-188
53085,180,204,628
53087,232,-192,-708
53099,-64,68,264
53101,-124,-312,-440
53103,100,48,216
53105,-84,336,852
53107,36,56,44
53111,28,-64,-172
53113,-292,-20,-332
53115,-40,-96,188
53117,48,48,128
53119,28,56,36
53131,144,0,36
53133,-120,-84,-152
53135,-164,-44,-36
53137,-176,-104,-84
53139,-88,-72,-368
53141,-4,164,224
53143,-156,8,728
53145,0,44,-212
53157,784,252,2636
53159,604,-464,4760
53161,-564,-132,-1096
53163,300,408,1120
53165,188,-284,-988
53167,-460,-64,1612
53169,172,168,428
53181,188,-92,860
53183,160,204,684
53185,-132,-144,-496
53187,240,-136,164
53189,88,28,24
53191,-208,-104,-420
53193,120,76,372
53197,-4,100,-396
53199,-172,-4,624
53201,-36,-36,8
53213,-44,32,-52
53215,-156,64,-64
