T,X,Y,Z
40783,16,-8,-80
40785,48,20,-60
40787,-24,0,72
40789,-12,76,-8
40791,52,88,-8
40793,40,-68,-20
40795,60,-60,72
40797,-56,28,-56
40799,-52,140,8
40811,8,-92,-224
40813,-420,-328,1660
40815,880,304,-792
40817,-708,-196,192
40819,88,20,-112
40821,472,120,-348
40823,-176,-260,-332
40835,-248,-176,232
40837,136,156,-516
40839,-4,116,836
40843,-236,-276,-448
40845,-232,104,684
40847,-164,60,668
40849,128,-284,-764
40851,264,148,-132
40853,32,-28,252
40865,-36,-124,-108
40867,-268,-48,-368
40869,-148,-108,-80
40871,184,152,-24
40873,84,36,32
40875,192,4,212
40877,-4,-128,36
40879,-160,-4,16
40891,176,-124,-216
40893,-216,-32,20
40895,204,288,276
40897,-20,16,-224
40899,184,-92,808
40901,-4,96,-324
40903,-260,-92,544
40905,-228,16,28
40917,-148,116,-356
40919,-816,284,-888
40921,1344,108,-1324
40923,-284,-520,7692
40927,-976,-328,716
40929,664,-28,-2468
40931,-524,124,2116
40933,220,168,64
40935,292,-232,1756
40947,-12,116,-48
40949,-88,-256,-328
40951,112,-232,-140
40953,36,96,-184
40955,-100,72,-88
40957,144,152,480
40959,180,44,228
40961,-44,4,-132
40973,-208,0,-4
40975,-72,28,68
