T,X,Y,Z
45221,-68,84,84
45223,-44,80,44
45225,-52,12,-28
45237,-60,-28,-84
45239,-4,-88,44
45241,-24,40,24
45243,24,-44,-40
45245,108,56,20
45247,508,-72,-364
45249,-112,88,284
45251,360,184,-740
45263,204,-96,108
45265,-340,56,428
45267,-88,108,112
45269,240,40,92
45271,48,-8,-1352
45273,-292,32,1092
45275,-108,-68,0
45277,-20,28,-24
45289,-184,-88,444
45291,4,-104,-476
45293,208,56,260
45295,-32,16,-32
45297,-12,-156,-264
45299,-72,-200,24
45301,-164,68,44
45305,100,-8,144
45307,4,-72,-196
45309,92,-44,-396
45321,24,48,216
45323,136,68,-292
45325,-284,16,28
45327,80,120,224
45329,-36,36,-68
45331,40,28,-88
45333,176,-24,204
45335,-208,-136,-4
45337,72,24,-520
45349,-68,-56,-260
45351,44,100,172
45353,44,48,-176
45355,-28,-60,348
45357,-16,-76,24
45359,-52,-24,-276
45361,-148,160,160
45363,76,204,40
45375,-300,28,-468
45377,484,136,96
45379,-456,-112,572
45381,672,-8,-776
45383,-348,-176,376
45385,320,160,-8
45387,-392,-20,-108
45391,-100,60,104
45393,4,-84,144
45395,-64,-92,-128
45407,-120,40,-68
45409,-40,-32,60
45411,12,24,-356
45413,24,168,-224
