T,X,Y,Z
20024,8,-28,168
20026,40,-4,-92
20028,48,-40,32
20040,28,8,32
20042,8,76,-132
20044,20,8,28
20046,0,-52,8
20048,0,-64,16
20050,-92,56,-88
20052,-28,-8,-112
20064,-396,-316,2524
20066,216,-80,-480
20068,124,232,-448
20070,-320,-72,-300
20072,180,-56,336
20074,132,-24,576
20086,184,44,324
20090,60,-16,108
20092,452,576,-2852
20094,-1008,-216,1108
20096,464,-328,1744
20098,-68,180,-340
20110,372,0,912
20112,-268,-308,916
20114,0,-24,-1156
20116,460,432,-480
20118,-392,-68,796
20120,-240,-348,332
20132,-60,0,-36
20134,128,-116,252
20136,48,56,-132
20138,172,300,-232
20140,44,-168,452
20142,-220,-132,384
20154,-152,40,16
20156,96,-108,96
20158,80,72,-236
20160,-112,12,-148
20162,-24,-128,52
20164,-184,-116,396
20176,-28,-28,252
20178,76,56,-652
20180,36,76,-404
20187,48,68,96
20189,-180,-152,928
20191,372,20,1968
20193,-44,132,-2148
20195,12,-156,2000
20207,-240,-132,328
20209,-12,156,-504
20211,268,156,220
20213,-292,-284,168
20215,32,36,-576
20217,216,220,192
20229,-232,-128,156
20231,172,56,-72
20233,76,100,-96
20235,-96,-136,100
20237,-152,-64,36
20239,124,148,-204
