T,X,Y,Z
52704,32,-20,92
52706,52,8,0
52708,-28,44,40
52710,-88,48,20
52712,60,4,96
52714,0,-36,-28
52718,-28,-20,88
52720,4,-136,-84
52732,-4,16,76
52734,28,20,4
52736,360,224,-1712
52738,-480,-340,2488
52740,444,-156,-460
52742,60,276,-412
52754,188,44,624
52756,-256,-100,-272
52758,204,256,-452
52760,296,40,348
52762,-436,-244,292
52764,324,156,-684
52776,64,60,-604
52778,-100,-76,776
52780,-12,-84,1136
52782,140,140,-860
52784,-232,-144,-24
52786,-376,-32,420
52798,100,-20,-672
52800,268,308,-52
52802,-188,-80,292
52804,-56,-344,148
52806,216,160,-124
52808,-96,160,-164
52820,-92,28,-164
52827,-20,-88,108
52829,120,84,304
52831,168,-24,-1048
52833,-144,-36,-256
52835,16,-56,432
52847,-220,-180,368
52849,-28,-112,-316
52851,120,396,-2620
52853,136,216,-920
52855,-4,-172,404
52857,-564,-48,-64
52869,112,-108,112
52871,-180,-144,744
52873,68,-36,108
52875,188,212,-656
52877,-80,12,-204
52879,120,-168,344
52891,-60,44,132
52893,8,-172,-44
52895,96,-84,-32
52897,0,60,-548
52899,-4,100,-48
52901,-208,-180,272
52913,4,-28,-116
52915,88,-44,-72
52917,140,-8,52
52921,-8,8,-60
