T,X,Y,Z
32953,32,28,16
32955,92,-20,68
32957,20,-92,-4
32959,0,12,-112
32961,16,112,-20
32973,136,-32,-8
32975,0,64,136
32977,8,12,-76
32979,88,108,-140
32981,-64,-72,-28
32983,60,-8,-1048
32995,216,124,60
32997,-220,-68,236
32999,-84,-32,-692
33001,16,176,404
33003,0,8,656
33005,0,-104,88
33009,-4,4,252
33011,-44,-108,796
33023,4,-24,-328
33025,-168,204,-2744
33027,-48,-128,1592
33029,72,-60,928
33031,128,152,-524
33033,-104,-68,-552
33045,-76,-140,1060
33047,124,-60,-172
33049,8,132,-656
33051,-144,-36,204
33053,80,-84,260
33055,108,80,24
33067,76,124,-364
33069,4,56,80
33071,88,28,12
33073,92,-76,4
33075,-184,40,160
33077,16,-28,-308
33089,16,-28,-660
33091,-80,144,-224
33093,-72,-12,-4
33095,100,72,12
33097,12,-8,-188
33099,-148,-60,-236
33111,124,132,40
33115,192,-32,244
33117,-36,76,84
33119,36,28,-48
33121,92,-20,412
33123,-140,-4,-68
33135,-100,-132,-500
33137,-76,-40,252
33139,-4,44,360
33141,-32,-44,120
33143,44,72,-244
33145,100,64,-340
33157,-76,-24,212
33159,-104,-132,256
33161,-60,84,8
33163,40,8,-28
33165,76,8,-64
