T,X,Y,Z
27980,64,-8,-96
27982,-8,-96,-72
27984,-16,-20,-32
27986,-4,-24,0
27988,-56,-20,48
28000,-20,56,36
28002,52,0,32
28004,92,12,-72
28006,-20,76,48
28008,72,-4,-24
28010,584,280,-1452
28022,204,100,-224
28024,-416,-140,548
28026,44,-128,-468
28028,-64,80,928
28030,72,-68,-588
28034,436,120,-40
28036,-336,-136,256
28048,164,-76,796
28050,-104,-20,-236
28052,-168,28,-900
28054,56,84,336
28056,176,160,-152
28058,-192,-216,652
28070,-168,-44,552
28072,-168,-164,32
28074,136,116,-300
28076,160,192,-504
28078,40,44,132
28080,-96,-152,140
28092,-64,4,524
28094,-96,-140,-48
28096,68,0,-312
28098,204,152,-180
28100,-4,-44,-148
28102,-88,-144,-76
28114,-120,-32,-236
28116,-40,8,-236
28118,260,96,-84
28120,32,28,4
28122,-76,-40,-160
28124,-224,-188,620
28136,-152,12,-128
28140,204,84,396
28142,28,32,-220
28144,8,-28,136
28146,-156,44,132
28148,148,16,252
28160,44,116,28
28162,-4,92,-244
28164,72,-76,-8
28166,-140,-48,-32
28168,-48,20,60
28170,4,-8,-20
28172,16,-40,-72
28184,128,116,-396
28186,28,72,-152
28188,0,-60,8
28190,-68,36,252
28192,92,64,-124
