T,X,Y,Z
19308,64,44,-128
19310,88,36,-32
19312,-28,-56,-160
19319,-16,64,-16
19321,-40,-16,-136
19323,-40,44,-76
19335,-36,48,-56
19337,-4,64,80
19339,4,60,8
19341,32,-24,8
19343,116,60,-1240
19345,-176,4,296
19347,72,124,680
19359,136,36,-28
19361,16,136,280
19363,296,-120,604
19365,-212,-108,-352
19367,452,84,104
19369,-48,8,428
19381,-368,40,-1652
19383,-116,80,520
19385,-84,-168,1732
19387,-4,76,-576
19389,-28,168,-828
19391,-340,-56,-224
19403,144,-196,756
19405,60,120,-768
19407,-204,-68,-88
19409,-60,-60,200
19411,100,88,76
19415,20,44,-436
19417,84,16,188
19429,-52,-4,-76
19431,84,-68,72
19433,24,-72,-168
19435,56,-60,-284
19437,-96,4,-4
19439,12,-12,-264
19451,-120,0,-52
19453,-92,40,-304
19455,32,-24,-60
19457,-40,64,448
19459,16,4,-392
19461,28,-20,4
19463,88,4,44
19475,116,0,300
19477,100,228,0
19479,232,60,172
19481,-92,16,-920
19483,-96,260,-768
19485,252,-20,-136
19497,-28,88,184
19499,-56,32,56
19501,52,-20,200
19503,-28,0,-224
19505,52,-24,-296
19507,-132,-136,-296
19519,-72,12,64
19521,24,-100,8
19525,60,96,-332
