T,X,Y,Z
57506,-32,60,-116
57508,0,4,-4
57510,-12,4,0
57522,32,-80,68
57524,-88,-36,-44
57526,-8,12,-112
57528,40,56,-36
57530,76,36,124
57532,-56,-64,108
57534,24,48,-16
57546,-112,-28,1152
57548,328,28,-4
57550,-164,56,-372
57552,-88,-88,496
57554,80,68,44
57556,-12,128,-384
57568,48,200,128
57570,-160,-40,304
57572,128,0,-36
57574,-12,60,72
57576,-8,8,100
57578,204,-148,-280
57590,60,104,176
57592,-116,-96,0
57594,-108,-24,-180
57596,148,-36,0
57598,40,-48,60
57600,-48,8,-168
57604,-80,-44,-764
57606,-40,-28,316
57618,-60,-36,-248
57620,4,4,-180
57622,128,40,236
57624,-108,-4,-24
57626,44,28,-428
57628,36,120,80
57640,-80,-24,-172
57642,0,124,-160
57644,-20,-120,108
57646,-108,-104,140
57648,4,-12,-180
57650,-20,96,-60
57662,72,44,172
57664,68,20,48
57666,-36,20,-64
57668,12,-40,8
57670,-16,20,-48
57672,0,-8,12
57674,-96,-40,320
57686,16,-12,-108
57688,48,32,16
57690,-64,-60,120
57692,12,-148,496
57694,48,128,-236
57696,-208,-132,1620
57708,-172,-12,-548
57712,72,-24,180
57714,-124,-48,76
57716,0,108,52
57718,180,-48,468
