T,X,Y,Z
45357,-40,76,4
45361,0,-28,-132
45363,76,-8,-20
45375,12,-56,-104
45377,-48,-68,20
45379,8,-40,60
45381,-44,24,68
45383,76,-20,0
45385,24,-32,40
45387,-56,8,44
45399,-128,100,1036
45401,336,4,4
45403,-176,28,-724
45405,-76,72,196
45407,172,48,168
45409,-124,68,-152
45421,-12,120,200
45423,-148,-176,-284
45425,212,160,60
45427,80,104,-96
45429,-180,-8,-80
45431,176,12,148
45443,160,-144,528
45445,104,32,68
45447,-112,64,-528
45449,40,100,-288
45451,188,-24,296
45453,-320,-336,192
45465,-52,-184,-64
45469,168,124,48
45471,-44,92,-132
45473,24,-216,-96
45475,-180,-220,324
45477,48,172,-364
45489,-168,0,-172
45491,-64,72,92
45493,20,52,-68
45495,-204,-72,92
45497,-40,-104,396
45499,180,132,-24
45511,-116,-20,-48
45513,84,-16,324
45515,-4,-44,-152
45517,-84,-24,-428
45519,104,-64,-176
45521,92,100,356
45533,-148,48,-360
45535,212,252,248
45537,236,64,1260
45539,-284,-260,448
45541,104,80,-876
45543,28,300,32
45555,-128,-56,-12
45557,144,52,-32
45559,20,-116,-352
45561,-36,-72,52
45565,196,88,28
45567,20,-204,360
45569,-108,-228,0
45571,16,100,-132
