T,X,Y,Z
28721,-8,56,8
28723,32,-108,100
28725,56,28,28
28737,-108,-100,84
28741,76,-40,48
28743,0,36,-132
28745,-68,-24,-68
28747,-76,140,44
28749,-56,56,-108
28761,44,48,12
28763,256,84,-608
28765,-192,36,-68
28767,-80,-136,1016
28769,420,132,-452
28771,-488,-24,-260
28783,-184,-52,140
28785,-128,-68,-1220
28787,348,140,84
28789,96,-108,432
28791,-368,-140,-172
28793,356,160,-184
28805,232,-164,-96
28807,140,132,-88
28809,344,276,-956
28811,-352,-144,-208
28813,16,-100,212
28815,160,-132,404
28827,36,132,-428
28829,336,44,40
28831,20,-36,152
28835,-4,-36,28
28837,-40,-20,-60
28839,80,-32,-184
28841,68,160,-96
28853,-52,-96,-4
28855,68,-40,300
28857,-112,56,356
28859,68,12,80
28861,-32,4,0
28863,-48,64,-216
28865,16,12,-48
28877,-108,-36,272
28879,-56,4,-88
28881,-72,-16,0
28883,184,-12,-380
28885,-8,64,-252
28887,-104,-68,216
28899,-76,-128,1692
28901,28,72,-852
28903,136,180,104
28905,136,-72,344
28907,72,-80,-132
28909,228,4,156
28921,-212,-236,420
28923,128,108,-936
28925,160,152,-144
28927,-108,-132,352
28929,-104,-168,92
28936,-20,-36,-12
28938,108,212,52
