T,X,Y,Z
51457,-4,-40,60
51459,-20,-24,72
51461,-48,-64,-68
51463,4,28,-8
51475,-88,-72,-76
51477,-32,16,40
51479,-36,-44,36
51483,8,0,-128
51485,100,40,-32
51487,92,-56,4
51489,12,140,-1196
51501,48,36,-4
51503,-196,-20,-456
51505,52,52,-320
51507,140,44,408
51509,-108,-108,268
51511,-12,52,-204
51523,-164,-40,4
51525,36,-120,188
51527,28,-40,-20
51529,-40,-132,-256
51531,-84,64,-480
51533,60,72,1844
51545,-212,-56,-808
51547,236,204,444
51549,120,-132,704
51551,-148,-264,-276
51553,236,244,-276
51555,44,100,488
51567,0,36,48
51569,60,144,-40
51571,-92,-116,-196
51573,92,20,-204
51575,44,144,-56
51577,40,-32,124
51581,88,-44,-72
51583,184,152,-504
51595,72,24,-12
51597,-148,172,44
51599,-24,-20,56
51601,-80,-56,116
51603,40,88,-68
51605,28,28,-180
51617,-28,72,-464
51619,48,40,-160
51621,-24,-92,244
51623,100,-60,12
51625,8,60,-108
51627,20,60,-520
51639,104,-240,912
51641,-228,-84,868
51643,356,100,420
51645,-136,20,92
51647,-16,-32,196
51649,128,-88,-256
51661,136,148,-204
51663,120,-88,444
51665,-132,-164,372
51667,-64,80,-248
51669,-28,-20,-104
