T,X,Y,Z
29127,-8,44,-68
29129,96,-88,-112
29131,-92,-108,-32
29133,-36,-16,40
29145,12,-56,-208
29147,-108,96,-64
29149,-28,24,52
29151,48,-8,-84
29153,4,-48,68
29155,-20,56,104
29167,260,28,-928
29169,-264,0,1176
29171,156,204,-408
29173,-32,-160,-56
29175,-276,-4,-164
29177,292,156,-208
29189,12,56,188
29191,300,84,-32
29193,-228,-56,-492
29195,-120,-164,-32
29197,64,120,416
29199,100,-232,2884
29211,-280,64,-596
29215,96,-104,1180
29217,-212,-248,-288
29219,248,224,-696
29221,208,-8,448
29223,-384,-368,196
29235,-232,52,-32
29237,72,-104,-508
29239,-88,40,-24
29241,-36,188,-28
29243,192,-28,220
29245,-188,-124,276
29257,40,-24,332
29259,-160,-116,308
29261,28,48,-396
29263,-36,284,-400
29265,-148,-20,148
29267,-8,-24,-156
29279,-244,-36,-212
29281,180,20,368
29283,-52,-40,-128
29285,-76,-244,184
29287,372,76,668
29289,24,-44,1104
29301,100,60,-84
29303,24,100,276
29305,-80,-140,-180
29309,-16,40,72
29311,104,-56,-32
29313,-200,-232,44
29315,-132,76,-160
29327,-44,-92,-44
29329,-32,-88,196
29331,148,76,272
29333,-12,44,-120
29335,8,-52,-112
29337,-12,80,36
29349,-44,-72,-80
