T,X,Y,Z
34151,-20,64,-72
34153,-12,16,-80
34155,32,72,0
34157,-48,16,-88
34159,-40,-84,-92
34171,8,4,-24
34173,52,-24,-32
34175,-56,124,-76
34177,48,-20,-84
34179,168,-88,-56
34181,116,40,-1088
34193,136,48,-312
34195,-136,-60,-104
34197,-132,-68,324
34199,160,112,-32
34201,60,0,-584
34203,-208,16,36
34207,-420,-200,476
34219,24,152,-60
34221,4,-160,528
34223,228,-64,8
34225,-208,40,-152
34227,12,60,-432
34229,284,-28,860
34241,296,252,-32
34243,-24,-56,160
34245,-68,-128,-52
34247,68,32,-140
34249,-52,212,-172
34251,12,-8,144
34263,-12,-40,-112
34265,56,64,-292
34267,-188,-100,-220
34269,60,24,164
34271,-12,8,76
34273,-80,-92,16
34285,88,48,360
34287,-40,-84,-184
34289,4,64,-488
34291,-264,-36,788
34293,436,20,2536
34295,80,-156,-460
34307,248,-4,-72
34309,-144,-356,316
34313,156,208,100
34315,-184,-224,692
34317,32,-84,-356
34319,240,332,-116
34321,-28,64,72
34333,80,108,368
34335,-48,-20,144
34337,-148,-240,204
34339,-44,-128,-180
34341,44,68,-184
34343,-44,-96,-180
34355,-28,28,120
34357,-40,-48,-188
34359,-44,-20,-40
34361,4,-48,212
34363,-16,108,-92
