T,X,Y,Z
38165,-36,20,-12
38177,8,24,-16
38179,36,-20,52
38181,-12,12,20
38183,88,-48,4
38185,-36,-32,-44
38189,-8,-40,12
38191,-24,24,60
38193,60,-88,-120
38205,32,56,40
38207,-8,76,-1648
38209,0,20,856
38211,-16,-188,1128
38213,156,92,-684
38215,-44,88,-116
38227,-148,-288,644
38229,32,16,-544
38231,36,160,-608
38233,-292,224,-3544
38235,-180,-180,1600
38237,-268,-240,736
38249,132,36,-440
38251,80,32,920
38253,-120,-140,196
38255,-32,116,-728
38257,228,36,500
38259,-140,-308,532
38271,-248,156,-280
38273,80,-120,-140
38275,-32,-212,388
38277,-44,132,-184
38279,80,12,-64
38281,-76,-188,376
38285,120,52,-180
38297,44,-60,552
38299,36,-28,84
38301,-240,-4,-500
38303,-28,0,-648
38305,-88,-60,872
38307,76,-96,308
38319,-72,140,44
38321,-32,-148,668
38323,152,-172,-160
38325,-124,168,-912
38327,68,308,-28
38329,56,-116,304
38341,204,164,-236
38343,48,-72,-156
38345,-124,-68,312
38347,96,8,204
38349,100,192,8
38351,-80,-92,60
38363,28,20,-16
38365,28,-60,-28
38367,8,-28,-92
38369,12,-4,108
38371,-84,16,-92
38373,56,-64,-224
38375,-32,36,72
38387,96,104,36
