T,X,Y,Z
34035,-8,-36,-28
34037,-20,-4,-36
34049,16,28,116
34051,124,4,32
34053,-40,32,-248
34055,4,12,-28
34057,92,44,48
34059,80,-24,48
34071,212,-28,-328
34073,-384,112,-100
34075,404,-76,848
34077,36,12,948
34079,-156,-32,-580
34081,-84,36,-288
34093,-144,-192,-172
34095,188,132,-124
34097,124,124,60
34099,-212,-148,-416
34101,36,-40,48
34103,176,152,-1020
34115,-32,120,332
34117,80,44,-836
34119,-248,112,-616
34121,104,84,416
34123,-40,-176,952
34125,-28,-76,-240
34137,112,72,-104
34141,0,44,-124
34143,60,76,0
34145,-52,-80,204
34147,-44,16,-112
34149,64,200,-148
34161,-68,0,208
34163,-44,20,312
34165,-32,-32,164
34167,44,-180,-92
34169,-28,-16,-12
34171,-100,96,-252
34183,-68,-116,40
34185,72,-100,572
34187,24,-88,-416
34189,-168,-108,-388
34191,280,-44,24
34193,0,20,40
34205,228,136,172
34207,96,8,-164
34209,12,-320,-264
34211,-376,88,-1116
34213,224,132,-900
34215,-56,-8,144
34227,-24,-16,72
34229,-140,16,-452
34231,-44,-52,-296
34233,76,-144,184
34237,-60,-64,-224
34239,-4,-120,-84
34241,-36,32,-8
34253,24,0,-60
34255,-88,-76,152
34257,4,-16,272
