T,X,Y,Z
45809,112,-64,12
45821,-8,-16,80
45823,68,-108,-8
45825,32,52,-152
45827,-52,-24,-28
45829,-40,-12,-48
45831,48,8,84
45843,-12,-12,56
45845,76,-48,-100
45847,64,-28,-92
45849,148,148,-1012
45851,-4,-64,636
45853,-36,-96,716
45865,-140,16,-416
45867,172,16,480
45869,12,-104,464
45871,-60,40,-324
45875,-284,-164,-28
45877,172,-20,-144
45879,48,116,408
45891,-24,-320,1168
45893,-24,212,-1692
45895,-196,108,464
45897,192,-156,496
45899,32,16,512
45901,-176,60,-580
45913,-360,-392,584
45915,-40,-20,-552
45917,284,232,-216
45919,-64,-56,88
45921,-4,-48,100
45923,-60,4,136
45935,-104,-148,348
45937,92,-128,88
45939,184,76,-360
45941,76,-12,-256
45943,-168,-112,-60
45945,100,88,248
45957,-32,-96,40
45959,-108,4,64
45961,-48,-4,-76
45963,76,116,16
45965,-116,-28,40
45967,-36,-4,156
45971,72,72,-236
45973,-148,-36,-204
45985,20,-76,-296
45987,-12,-12,280
45989,72,0,292
45991,-100,-92,428
45993,48,-32,-648
45995,172,-12,1056
46007,148,228,232
46009,-160,-88,-428
46011,-52,-244,-16
46013,24,100,296
46015,-56,124,20
46017,28,-68,192
46029,92,68,-32
46031,48,32,-120
