T,X,Y,Z
17302,-76,-12,-164
17304,64,-52,124
17306,-112,-128,16
17308,16,0,88
17310,-64,-40,-96
17312,-8,56,-100
17324,16,-100,168
17326,-264,-24,-204
17328,216,36,0
17330,152,172,-228
17332,-360,-96,612
17334,116,-4,-420
17346,-116,16,-88
17348,88,-40,12
17350,-36,88,20
17352,272,164,-252
17354,-60,-100,188
17356,-140,-36,44
17368,-116,-72,-296
17370,-12,32,-264
17372,428,128,48
17374,-188,-40,272
17378,-40,60,72
17380,32,44,600
17382,112,24,12
17384,-56,120,-592
17396,-80,-124,32
17398,-128,-184,372
17400,-40,-8,-104
17402,56,-8,-332
17404,16,32,-128
17406,164,52,136
17418,12,-64,92
17420,-176,-84,396
17422,48,-80,380
17424,4,-8,148
17426,16,32,-272
17428,-184,-64,-400
17440,20,-60,1036
17442,24,-272,2268
17444,264,292,-172
17446,-44,-216,-428
17448,-948,-88,-40
17450,860,196,172
17462,32,148,-348
17464,-44,-80,124
17466,44,-104,672
17468,148,172,-376
17470,144,-64,-52
17472,-84,-64,-372
17476,-36,-64,804
17488,-212,-32,192
17490,60,104,-488
17492,-64,132,-404
17494,-40,28,276
17496,-128,64,360
17498,0,4,204
17510,172,32,28
17512,44,148,100
17514,68,-16,-132
