T,X,Y,Z
26609,-140,48,-92
26611,80,-20,-136
26613,60,-12,-68
26615,96,-8,28
26617,-64,60,68
26629,-16,-256,324
26631,36,36,324
26633,-276,88,-264
26635,16,56,288
26637,196,-44,128
26639,244,-108,-804
26641,-204,76,300
26643,380,216,-1604
26650,464,-228,-88
26652,36,-284,-436
26654,136,528,224
26656,456,0,-32
26668,184,236,760
26670,-396,-372,-108
26672,-104,-360,-744
26674,-28,404,996
26676,188,420,268
26678,192,-336,544
26680,156,-124,-160
26682,-76,-88,-728
26694,-40,-184,76
26696,-100,204,-536
26698,-20,180,-496
26700,136,-84,272
26702,0,-4,232
26704,-200,-44,-220
26706,-148,-44,424
26708,-116,-8,-92
26720,-212,0,-288
26722,32,-64,-308
26724,180,-8,-324
26726,216,60,80
26728,-520,24,256
26730,112,-60,-1040
26734,428,404,36
26736,-328,-24,404
26738,508,-224,-872
26750,-76,-20,392
26752,52,-48,-200
26754,96,104,260
26756,32,224,84
26758,4,-76,272
26760,40,-132,164
26762,60,-76,-576
26764,64,-44,-128
26766,8,-84,-44
26778,8,-116,-272
26780,-92,-32,-368
26782,-96,-56,8
26784,-24,-100,20
26786,12,40,-60
26788,-60,160,172
26790,156,28,-36
26792,116,64,-56
26804,-4,64,-32
