T,X,Y,Z
45672,-24,20,68
45684,48,112,-8
45686,88,60,128
45688,72,92,52
45690,-12,132,0
45692,20,-28,-16
45694,88,-80,56
45696,-40,-92,-128
45698,16,-40,-48
45700,-36,80,-180
45712,420,48,-612
45714,-244,-236,516
45716,92,168,-52
45718,-176,-20,24
45720,52,-40,88
45722,-148,-68,552
45724,212,76,-8
45726,128,-112,-292
45738,12,-20,164
45740,-28,-120,-440
45742,24,-12,92
45744,-148,64,-20
45746,-160,52,444
45748,252,80,-24
45752,4,-32,-340
45754,24,32,360
45756,-432,-100,452
45758,4,200,-260
45770,-316,128,596
45772,-56,36,536
45774,156,40,-324
45776,140,-36,132
45778,-60,12,-84
45780,-76,-80,-456
45782,-96,-64,-108
45784,-80,64,108
45796,84,72,-192
45798,-80,168,32
45800,-24,112,140
45802,12,-92,124
45804,56,-68,-4
45806,60,132,-256
45808,60,-20,-200
45810,-48,48,-64
45812,-24,20,-144
45824,-8,-12,-276
45826,60,-68,324
45828,-64,4,-28
45830,128,0,-84
45832,-200,-120,400
45834,76,-160,-44
45836,132,-68,-456
45840,-328,128,-588
45842,716,-32,-540
45844,-516,-260,536
45856,-84,-88,-160
45858,-40,-68,56
45860,40,252,32
45862,-68,80,-28
45864,132,-28,204
