T,X,Y,Z
16296,52,84,68
16298,4,96,20
16300,44,-20,40
16302,-32,36,156
16304,76,64,-100
16306,60,128,28
16318,-68,0,256
16320,220,8,340
16322,-44,-172,-400
16324,-128,-40,-180
16326,208,40,436
16328,-284,-100,-544
16330,340,40,-292
16332,20,-104,180
16344,-176,136,836
16346,356,60,180
16348,64,-320,-244
16350,-88,16,-1132
16352,-432,96,1504
16354,-132,56,72
16356,256,-8,-420
16360,-64,-12,64
16362,36,-244,-680
16364,108,-72,440
16376,-76,-84,-8
16378,128,92,-376
16380,76,220,212
16382,68,36,480
16384,-44,-164,104
16386,8,96,-136
16388,-116,24,-264
16390,-56,-20,-132
16402,96,44,-336
16404,76,84,68
16406,-72,16,-4
16408,-140,-28,92
16410,-176,112,48
16412,-88,-28,88
16414,32,-8,-112
16416,-60,4,-100
16418,-28,-24,324
16430,-140,-104,1116
16432,-284,20,552
16434,536,216,-476
16436,-44,-296,324
16438,40,188,-272
16440,164,36,-132
16442,-60,-288,316
16446,-68,80,1388
16448,328,-8,-540
16460,-112,244,172
16462,-28,-84,276
16464,-40,-172,20
16466,-56,-8,-452
16468,-132,20,224
16470,32,12,-40
16472,44,-32,-176
16474,32,48,252
16486,-32,-100,-8
16488,-16,-64,-128
