T,X,Y,Z
6055,88,44,28
6059,36,-4,128
6061,-60,20,-12
6073,-16,0,-44
6075,0,32,72
6077,-12,-8,112
6079,68,-20,108
6081,36,20,20
6083,-48,28,-44
6085,-228,28,180
6087,1460,208,-772
6089,-1396,-512,528
6101,-272,-168,-1308
6103,1132,104,-4136
6105,-1640,-420,5940
6107,-232,840,-1308
6109,40,-500,96
6111,580,-64,-140
6113,-124,536,136
6125,544,-112,-1108
6127,116,188,800
6129,-368,-336,-396
6131,-236,-360,-1276
6133,-76,592,1292
6135,164,456,292
6137,248,-220,452
6149,-92,92,784
6151,80,-272,520
6153,-128,-132,-108
6157,-36,140,-356
6159,228,-92,44
6161,124,80,316
6163,-80,48,232
6165,-180,-204,420
6167,-140,52,-284
6169,-28,148,-340
6181,-112,64,-284
6183,76,56,-136
6185,60,88,-112
6187,52,-108,48
6189,-80,-132,488
6191,-60,192,-332
6193,16,88,280
6195,-60,16,-112
6207,20,84,944
6209,252,-324,-432
6211,-24,16,-488
6213,28,188,436
6215,124,64,280
6217,-36,-68,-800
6219,156,16,312
6221,-184,-40,400
6233,188,64,-124
6235,-164,56,296
6237,92,80,-176
6239,-76,-88,-64
6241,-20,-4,-296
6245,-8,56,-180
6247,-72,28,192
6249,-36,152,92
