T,X,Y,Z
61443,40,-52,-64
61445,-52,-44,-52
61447,40,16,-40
61449,56,4,72
61461,8,16,32
61463,40,-40,152
61465,36,0,40
61467,12,28,-56
61469,0,72,-76
61471,24,-52,40
61473,308,180,-720
61475,-312,-264,352
61477,208,136,140
61489,20,28,-568
61491,164,132,268
61493,-132,-12,528
61495,212,92,-588
61497,48,8,372
61499,-144,-144,-2540
61501,-4,-144,1388
61503,-448,-8,796
61515,-176,112,164
61517,-256,36,476
61519,-32,84,-372
61521,104,68,192
61523,-40,12,596
61527,68,-204,-128
61529,-28,184,232
61531,-64,156,264
61533,84,36,344
61535,104,28,-196
61547,28,-76,300
61549,28,-4,68
61551,-40,36,44
61553,100,-36,-16
61555,76,-12,-120
61557,8,-28,-228
61559,-72,-124,-52
61561,-180,-104,228
61563,-140,12,32
61575,-204,-16,188
61577,8,-64,-300
61579,-28,-12,-28
61581,-8,120,-76
61583,16,68,192
61585,72,-108,-136
61587,48,88,-160
61589,-356,-12,796
61601,-72,-80,656
61603,-172,212,-256
61605,76,32,1112
61607,292,-104,-908
61609,208,4,-16
61613,-24,-32,-276
61615,56,80,-184
61617,92,132,288
61619,-64,-76,152
61621,228,-124,184
61633,-184,44,408
61635,-56,-8,-68
