T,X,Y,Z
37879,32,-104,156
37881,-28,96,-40
37883,-96,-12,72
37885,68,-128,-56
37897,-44,-36,16
37899,-32,68,16
37901,0,8,128
37903,72,24,-100
37905,16,56,-60
37909,216,-4,12
37911,644,136,-460
37913,-432,-240,760
37915,128,180,-244
37917,64,44,328
37919,-28,-52,-28
37931,-120,-156,-440
37933,192,104,-324
37935,4,-68,216
37937,164,168,-3036
37939,-364,-424,2168
37941,-548,292,-12
37943,32,56,-216
37955,-116,200,1568
37957,-84,-24,-88
37959,196,-40,-556
37961,96,72,304
37963,-252,-116,140
37965,28,-152,-580
37967,-16,144,348
37969,12,296,44
37981,40,80,-304
37983,72,52,288
37985,-48,-24,404
37987,-8,-104,92
37989,-80,88,-36
37991,-4,64,-196
37995,84,72,192
37997,4,64,20
37999,-180,-36,300
38001,-68,64,72
38003,12,88,-60
38015,-144,-80,-24
38017,8,8,12
38019,-72,16,-184
38021,-120,-76,308
38023,20,-44,-104
38025,20,-24,108
38027,-120,68,-44
38029,64,96,-52
38031,328,-28,-492
38043,540,76,-300
38045,-288,-312,704
38047,164,132,-772
38049,-184,108,1868
38051,276,60,-984
38053,172,-212,-376
38055,56,20,704
38067,96,-144,140
38069,-24,0,-508
38071,-188,-4,12
