T,X,Y,Z
46256,60,-64,-108
46258,148,68,4
46260,36,84,84
46262,20,-112,-20
46274,-16,-4,4
46276,4,8,116
46278,72,12,60
46280,4,-152,56
46282,188,92,-332
46284,76,-128,236
46286,68,96,492
46288,-136,-4,72
46292,-120,56,-164
46294,192,80,164
46296,-76,-96,336
46308,332,44,68
46310,-240,-44,-2876
46312,452,76,1804
46314,-960,104,904
46316,268,128,-752
46318,-152,-248,-184
46320,352,384,704
46322,-24,8,-72
46334,-76,112,428
46336,-148,-84,108
46338,-84,-284,-640
46340,-124,104,620
46342,8,332,424
46344,112,-32,204
46346,204,-8,76
46348,-164,-176,-300
46360,0,-20,-60
46362,-132,88,-36
46364,-48,32,-160
46366,-20,-12,-12
46368,128,68,-20
46370,-76,-36,36
46372,-128,-132,200
46374,-48,20,-196
46378,56,60,28
46380,40,-108,60
46392,152,20,80
46394,-36,-124,76
46396,92,56,148
46398,72,64,-256
46400,-312,-56,540
46402,-288,-220,2384
46404,880,40,-968
46406,4,-268,1444
46418,224,36,-420
46420,64,-92,-380
46422,228,104,224
46424,-384,-24,156
46426,104,84,-556
46428,-4,192,496
46430,80,16,180
46432,76,20,-100
46444,-44,48,-236
46446,-64,-80,296
46448,-12,-64,-112
