T,X,Y,Z
57877,64,32,8
57879,12,64,20
57881,40,-24,-4
57883,96,32,60
57885,36,-48,-68
57887,-68,0,-24
57889,56,4,-36
57891,8,96,-40
57903,40,-8,-88
57905,12,-20,136
57907,596,-8,-676
57909,-476,-164,860
57913,-256,-172,276
57915,256,44,-316
57917,-272,-20,520
57919,256,32,0
57921,-188,-132,-376
57923,184,24,-956
57935,-708,-80,136
57937,324,32,-656
57939,-260,44,144
57941,32,288,928
57943,256,-16,-260
57945,200,-236,-340
57947,-332,48,-420
57949,-256,124,840
57961,-140,196,184
57963,-4,144,408
57965,0,-52,280
57967,120,52,-376
57969,-28,112,-8
57971,-152,-20,12
57973,8,-136,-80
57975,144,36,-236
57987,-96,36,72
57989,12,100,-144
57991,8,68,84
57993,-160,-104,264
57995,72,-60,-20
57999,-16,-24,-44
58001,-16,-16,88
58003,136,100,-188
58005,-144,-56,-160
58007,-48,48,204
58019,212,-236,-244
58021,-204,88,416
58023,88,192,712
58025,48,-164,-348
58027,480,-20,-384
58029,32,28,56
58031,-272,-60,60
58033,120,80,-120
58045,-144,-12,116
58047,-80,-32,308
58049,-8,-8,-228
58051,-96,-60,148
58053,-92,-36,332
58055,-80,-60,-240
58057,-4,48,-212
58059,-120,64,-16
