T,X,Y,Z
27810,-8,12,44
27812,-60,12,28
27814,-40,52,96
27816,120,-16,48
27818,-20,104,-72
27822,-56,-56,-12
27824,36,4,72
27826,204,152,-372
27828,-84,-440,184
27830,-16,52,204
27832,-368,100,404
27844,68,104,124
27846,-224,76,568
27848,104,88,-140
27850,180,124,4
27852,180,-68,360
27854,-64,-68,-2452
27856,-124,-180,864
27858,-528,96,888
27870,-348,36,-724
27872,-392,140,936
27874,-76,44,456
27876,280,-52,-528
27878,224,88,196
27880,0,-84,204
27882,36,-276,-596
27884,-28,12,84
27896,-80,-48,-4
27898,156,120,-388
27900,76,60,324
27902,-16,-80,360
27904,-40,-140,48
27908,20,88,-192
27910,132,76,-160
27912,48,-76,24
27914,20,-40,152
27916,-216,-24,444
27928,-252,-84,-348
27930,-228,112,1136
27932,-52,68,1316
27934,468,24,456
27936,280,-296,128
27938,-276,140,220
27940,340,-148,36
27942,-244,-76,408
27954,-60,32,156
27956,56,-24,-20
27958,72,88,-20
27960,4,132,100
27962,-52,-92,-144
27964,128,20,-376
27966,60,36,-456
27968,12,8,100
27970,8,64,-20
27982,24,128,40
27984,-36,-72,164
27986,-28,-36,76
27988,-96,-40,-188
27990,-84,104,-24
27992,20,16,196
