T,X,Y,Z
12666,-76,4,60
12668,0,-4,-52
12670,40,28,-16
12672,-64,-40,184
12674,-32,16,20
12678,8,-80,12
12680,-12,-12,-36
12682,-80,-48,40
12684,68,-12,4
12696,-52,4,8
12698,468,256,-696
12700,-500,-516,524
12702,-60,144,-1032
12704,-216,152,544
12706,272,-116,-72
12708,-272,-8,456
12710,236,152,344
12722,496,56,-3572
12724,-536,-296,3236
12726,-556,312,-160
12728,36,-364,-736
12730,160,44,-388
12732,-36,648,424
12734,336,-24,-268
12736,168,-288,-892
12748,-68,-184,224
12750,-108,-372,-996
12752,-100,316,380
12754,-64,416,516
12756,216,-96,120
12758,208,-192,-168
12762,-400,-168,-48
12764,28,-72,-152
12766,184,252,-240
12778,16,8,124
12780,76,52,-120
12782,-52,20,-8
12784,-40,-108,244
12786,-44,-20,-108
12788,-104,140,-356
12790,28,152,108
12792,40,92,184
12804,52,72,-396
12806,124,-76,312
12808,-56,-32,68
12810,164,176,-48
12812,-120,96,-236
12814,-460,-428,1720
12816,248,480,-1952
12818,156,-380,1124
12830,156,28,576
12832,292,24,-1036
12834,184,-104,-12
12836,-240,-32,352
12838,-116,-68,-516
12840,-8,44,76
12842,32,140,368
12844,-32,-40,-232
12848,132,-40,-252
12850,-68,-16,208
