T,X,Y,Z
33654,-72,-24,104
33656,-16,-24,64
33660,-64,64,-56
33662,-24,-16,-144
33664,-88,-12,80
33666,8,-68,-32
33668,4,112,32
33670,8,-4,100
33672,12,-12,68
33674,-28,12,48
33686,-404,-196,896
33688,76,188,-108
33690,-148,-40,236
33692,-12,-36,44
33694,72,64,-16
33696,172,44,312
33698,80,28,-328
33700,-24,32,200
33712,84,0,-868
33714,252,0,1488
33716,-524,-76,232
33718,16,76,-404
33720,40,-176,-56
33722,-160,40,592
33724,108,144,-124
33726,156,-68,-16
33738,24,-36,-24
33740,-40,-80,-248
33742,4,-8,332
33744,-92,56,124
33748,120,-36,-260
33750,12,-48,-296
33752,-16,-104,-76
33754,-144,-164,72
33756,-68,84,-336
33758,-76,104,92
33770,12,36,-80
33772,-44,-24,32
33774,-112,0,316
33776,-124,-16,4
33778,-8,96,-164
33780,-40,-4,36
33782,60,-52,88
33784,-164,-8,428
33786,-28,28,-188
33798,-552,336,-956
33800,540,72,-440
33802,-20,-220,-60
33804,-112,200,-576
33806,532,-24,-420
33808,-356,-368,228
33810,136,164,-772
33822,116,0,-568
33824,120,80,252
33826,36,88,164
33828,-88,-44,256
33830,144,-156,-28
33837,108,8,120
33839,48,64,60
33841,-164,-108,468
