T,X,Y,Z
46409,-68,-44,-48
46421,16,16,-256
46423,68,-84,-88
46425,20,32,20
46427,24,-12,84
46429,36,56,16
46431,-16,132,92
46433,100,-100,-12
46435,52,-28,112
46437,44,-36,-48
46449,152,40,576
46451,40,-64,256
46453,132,-156,-932
46455,-24,-72,80
46457,-128,16,624
46464,-1420,-164,2336
46466,80,448,-908
46468,44,-412,-292
46470,-244,184,660
46472,424,452,264
46474,272,-320,144
46476,8,-248,-1684
46488,-144,-364,-860
46490,-156,-84,-184
46492,96,588,344
46494,128,120,172
46496,296,-148,212
46498,4,-92,-204
46500,-252,-144,-336
46512,-56,60,20
46514,-136,184,-48
46516,52,-56,-80
46518,148,-12,48
46520,-8,8,-4
46522,-140,-52,-8
46524,-184,-120,112
46526,-60,4,-292
46528,104,184,-340
46540,-60,56,-44
46542,-52,128,-80
46544,-76,-4,-188
46548,-188,44,-60
46550,-32,228,104
46552,116,72,-308
46554,-12,-152,156
46556,-500,-184,1432
46558,504,352,-364
46570,-40,252,500
46572,156,156,456
46574,200,-132,-852
46576,308,-52,356
46578,-116,12,308
46580,-164,-112,-492
46582,208,48,-40
46584,52,28,360
46596,-52,-80,-68
46598,80,104,-180
46600,-184,64,424
46602,-108,-40,92
46604,-132,124,-8
