T,X,Y,Z
34051,56,68,72
34053,44,12,0
34055,4,-40,24
34057,-24,0,-32
34059,-68,8,-28
34063,36,16,-140
34065,44,-12,-40
34077,-76,-76,-120
34079,-76,-84,-36
34081,36,136,-100
34083,380,132,-984
34085,-496,-212,1916
34087,496,-16,-196
34099,116,116,-204
34101,-48,76,440
34103,52,-80,-232
34105,64,172,-68
34107,256,104,172
34109,-356,-316,464
34121,-64,0,-52
34123,180,-44,208
34125,-144,-36,120
34127,-264,184,-2832
34129,76,64,1392
34131,40,-324,1656
34143,40,96,-408
34145,264,-4,360
34147,-40,-332,528
34149,84,52,-576
34151,240,216,-44
34153,-176,-176,580
34165,96,60,16
34169,-84,-156,48
34171,-60,92,-72
34173,104,176,-164
34175,-52,-140,240
34177,-32,-32,160
34189,104,100,-204
34191,-44,-80,-148
34193,68,-24,104
34195,12,32,324
34197,-76,28,-124
34199,-52,68,-328
34211,40,8,84
34213,-176,-4,100
34215,212,116,-448
34217,-180,-64,2152
34219,380,-12,-556
34221,-196,196,276
34233,40,40,-304
34235,-32,-36,-184
34237,-56,128,172
34239,0,-52,232
34241,-276,44,0
34243,304,212,76
34255,60,-4,-84
34257,28,56,-64
34259,56,-60,-40
34261,-164,-44,56
34265,64,16,-232
