T,X,Y,Z
6774,0,28,-28
6776,128,-28,128
6778,12,-8,40
6780,-72,32,-76
6782,-80,-8,0
6784,-36,-32,12
6786,-24,64,-244
6790,44,-120,-8
6802,384,56,-224
6804,-104,-208,296
6806,-288,116,-536
6808,280,112,168
6810,-64,32,-316
6812,-144,-68,864
6824,-232,-40,320
6826,60,-28,-2348
6828,-248,28,224
6830,304,-252,3044
6832,248,116,-216
6834,-544,-72,-616
6846,-140,-148,1040
6848,-84,-208,1008
6850,356,260,-1284
6852,-160,32,-120
6854,-112,-148,440
6856,184,76,184
6868,76,140,-652
6870,64,16,216
6872,116,48,-28
6874,80,-36,176
6876,-144,-140,400
6878,-56,-28,-8
6880,204,68,-180
6892,96,44,-192
6894,16,16,-400
6898,24,-20,28
6900,-44,76,252
6902,124,72,-24
6904,-92,12,80
6906,-124,-52,156
6908,-36,-40,148
6920,84,76,40
6922,140,84,24
6924,12,28,-824
6926,-364,-172,-160
6928,816,-104,4064
6930,476,-100,556
6942,204,168,-452
6944,36,-60,584
6946,-24,68,748
6948,404,8,-552
6950,-520,-264,292
6952,80,-4,4
6954,420,12,16
6966,176,176,-404
6968,-100,24,-132
6970,-64,20,-44
6972,-16,-108,444
6974,-100,32,280
6976,-136,4,-464
