T,X,Y,Z
8333,-80,-52,-28
8335,8,-64,36
8339,36,-8,-104
8341,-16,-8,-24
8343,76,-48,88
8345,28,32,24
8357,24,-76,-12
8359,-4,4,-40
8361,-16,12,72
8363,-32,-4,-60
8365,60,0,-880
8367,-320,184,-436
8369,-220,-300,1376
8381,-212,-4,-1064
8383,388,68,4
8385,-140,-176,540
8387,-76,-68,-848
8389,384,208,-328
8391,-232,-96,556
8403,188,276,-1408
8405,-456,116,372
8407,616,12,196
8409,-92,-52,192
8411,-488,48,-1320
8413,444,164,884
8425,152,200,-180
8427,228,392,-428
8429,24,-36,-248
8431,-104,-116,532
8433,16,128,68
8435,-116,-24,4
8439,-168,-12,-12
8441,280,276,-380
8453,-108,-232,92
8455,-104,44,580
8457,-28,48,-48
8459,8,-32,-8
8461,172,16,12
8463,-20,32,-220
8475,-180,-108,144
8477,-84,-52,-144
8479,104,56,-196
8481,-12,-52,240
8483,44,-124,740
8485,324,172,1848
8497,-148,-32,420
8499,264,-68,600
8501,-320,16,-424
8503,208,104,-612
8505,244,196,308
8507,-184,-176,248
8519,-16,24,88
8521,-52,-100,120
8523,96,-16,16
8525,4,24,-184
8527,36,156,-48
8529,0,-208,324
8531,-96,-124,-136
8543,-84,-20,-212
8547,-52,-20,-48
