T,X,Y,Z
12223,72,-64,-128
12225,32,28,-176
12227,20,-28,0
12229,-68,-24,72
12231,0,-20,32
12243,-12,-48,-160
12245,-16,60,120
12247,0,4,-152
12249,-144,72,-48
12251,-28,12,40
12253,40,64,-864
12257,-284,-252,1260
12269,-76,-72,-656
12271,48,128,268
12273,108,-232,444
12275,-200,-32,-740
12277,216,256,-116
12279,-28,-116,500
12291,52,-4,-132
12293,-56,20,-284
12295,40,-136,152
12297,-88,32,-16
12299,96,152,-156
12301,-208,-132,80
12313,-128,-24,248
12315,88,60,-312
12317,-24,8,120
12319,0,-64,-448
12321,56,-40,888
12323,-104,-60,120
12335,36,36,148
12337,-4,-4,248
12339,16,-8,-272
12341,100,128,-328
12343,92,88,44
12345,-144,-184,216
12357,-4,-64,68
12359,-32,-4,24
12363,-64,128,-40
12365,-76,-40,84
12367,-152,-132,68
12369,20,0,-36
12371,12,-4,-104
12383,24,-24,-32
12385,-16,16,-52
12387,-140,-72,516
12389,60,-24,-700
12391,72,72,-44
12393,96,32,-20
12405,136,-124,1144
12407,136,316,-1304
12409,-12,-328,1476
12411,128,-220,52
12413,-72,148,-204
12415,344,96,-1008
12427,-140,-72,12
12429,88,128,-352
12431,52,52,116
12433,-192,-104,368
12435,108,-28,-32
