T,X,Y,Z
28507,52,8,-32
28509,-36,-80,-16
28511,-120,32,-84
28513,-8,-20,-12
28525,-4,16,-104
28527,-32,60,-16
28529,24,-48,12
28531,-100,-76,16
28533,0,-60,-128
28535,28,0,108
28547,116,4,432
28549,100,132,-508
28553,52,4,368
28555,32,-104,188
28557,68,-48,116
28559,-72,172,-60
28561,360,156,-376
28573,-16,92,408
28575,-312,4,-1020
28577,76,-312,2576
28579,84,28,-188
28581,128,184,-604
28583,-476,60,104
28595,40,-100,-260
28597,276,336,-412
28599,-12,-56,352
28601,-168,-368,320
28603,92,164,-520
28605,112,240,-324
28617,-108,-48,-20
28619,160,132,-80
28621,-8,176,0
28623,-28,-184,260
28625,164,12,120
28627,92,132,-204
28639,-92,-100,228
28641,40,-24,324
28643,28,104,-872
28645,-124,-36,28
28649,132,112,-192
28651,-32,-80,-356
28653,-100,-156,276
28665,332,68,-228
28667,-352,-100,-296
28669,272,28,-332
28671,124,-80,304
28673,-116,-4,-200
28675,52,4,-500
28687,-308,-32,436
28689,-12,-104,-136
28691,12,152,92
28693,-132,48,68
28695,48,-120,-112
28697,-76,16,-116
28709,-84,-124,112
28711,-64,-60,36
28713,-16,64,28
28715,108,-12,-172
28717,-72,-32,-68
28719,-36,-44,20
