T,X,Y,Z
33559,20,-76,-52
33561,24,-8,128
33563,4,-40,-80
33565,0,-8,8
33567,76,44,-76
33579,-20,-12,28
33581,112,-32,-192
33583,-32,32,-148
33585,32,-112,56
33587,20,88,-8
33589,232,120,-728
33601,304,48,124
33603,-80,48,392
33605,-388,-152,-336
33607,392,140,52
33609,-72,-52,288
33611,-48,-188,76
33623,-84,-32,-12
33625,148,56,16
33627,-144,-36,-24
33629,-160,-116,40
33631,128,244,-2260
33633,-184,-136,840
33645,-340,-176,-56
33647,-24,-192,-416
33649,332,124,700
33653,212,-12,-312
33655,316,324,-144
33657,-144,-92,508
33659,-32,-304,-104
33671,64,-72,68
33673,-64,-80,100
33675,4,56,-220
33677,152,192,-92
33679,-96,-44,128
33681,-88,-116,144
33693,124,92,-168
33695,8,-92,-60
33697,80,-88,-184
33699,8,-40,-20
33701,-48,32,-8
33703,-84,-28,100
33715,60,44,-364
33717,16,44,-536
33719,-4,44,-124
33721,212,-44,728
33723,72,-136,720
33725,-36,44,-1144
33737,-276,-64,484
33739,-72,-84,-436
33741,280,56,-96
33743,-156,36,140
33745,-76,-112,180
33749,88,80,-200
33751,-52,88,-88
33763,-56,12,124
33765,180,-56,400
33767,-84,-160,252
33769,36,64,-124
33771,144,40,-144
