T,X,Y,Z
8473,20,40,-108
8475,48,44,48
8477,4,-48,-100
8479,-68,60,76
8481,-88,40,-112
8493,-48,72,8
8495,24,-44,8
8499,68,68,68
8501,-116,-52,28
8503,84,32,-264
8505,36,80,-736
8507,-52,-100,1308
8509,324,-80,104
8521,160,168,104
8523,-56,-28,328
8525,-36,-180,300
8527,136,116,-332
8529,256,72,188
8531,-272,-84,308
8543,-172,-20,408
8545,-108,36,-1484
8547,56,76,2152
8549,104,-88,840
8551,-96,32,-404
8553,-196,-20,-596
8565,-24,-88,1112
8567,212,40,-420
8569,24,148,-692
8571,-160,-220,184
8573,152,-68,304
8575,100,120,-200
8587,28,32,-388
8589,4,-36,224
8591,36,40,304
8593,-28,-68,84
8595,-40,32,-108
8599,-96,36,-540
8601,-48,60,-240
8603,-68,16,84
8615,200,-40,-768
8617,-508,280,-1216
8619,424,-28,-100
8621,172,72,88
8623,-312,64,-236
8625,24,-92,-32
8637,8,-16,476
8639,228,120,-180
8641,-180,-8,-452
8643,-4,48,-52
8645,196,40,372
8647,-56,-12,236
8649,72,-68,-100
8661,188,84,-228
8663,16,64,-68
8665,-144,-116,40
8667,-56,-68,120
8669,80,12,-136
8671,-44,20,-152
8683,80,4,-304
8685,52,64,-176
