T,X,Y,Z
33202,0,56,-48
33204,92,40,-112
33206,36,80,36
33208,8,-20,80
33210,-20,-4,56
33222,36,72,92
33224,56,28,136
33226,-44,16,76
33228,-8,-64,-20
33230,-8,-12,-60
33232,-184,60,-636
33234,112,164,-580
33246,-96,44,24
33248,-328,-172,-72
33250,136,24,-396
33252,24,80,96
33254,-192,-44,472
33256,208,192,-780
33268,124,128,-820
33270,-128,-36,832
33272,-28,-124,204
33274,140,124,-356
33280,60,16,104
33282,-164,-60,348
33284,-184,-28,-852
33286,244,144,308
33298,-24,-20,376
33300,-300,-152,-668
33302,136,28,-368
33304,-60,-56,1004
33306,4,-84,440
33308,36,92,-976
33320,104,-12,240
33322,-72,-64,608
33324,-72,28,-244
33326,80,76,-612
33328,-4,4,-52
33330,44,84,300
33342,-112,-52,136
33344,-44,20,20
33346,136,-52,1028
33348,-60,36,-280
33350,72,16,-364
33352,-84,8,-160
33364,-28,-56,48
33366,-52,60,-92
33368,-76,48,252
33370,48,0,804
33372,-152,-124,2076
33374,8,60,-1088
33380,48,-108,536
33382,52,36,48
33384,-84,144,-28
33396,116,104,-176
33398,36,212,-92
33400,12,-152,212
33402,-128,-124,96
33404,40,4,-48
33406,88,72,188
33418,56,92,-28
