T,X,Y,Z
32697,-24,-12,60
32709,-8,84,48
32711,-72,56,104
32713,28,-108,-20
32715,-32,28,-32
32717,20,20,28
32719,40,-76,-88
32731,-80,-264,152
32733,284,192,152
32735,-88,64,-96
32737,-352,-192,-1128
32739,492,24,520
32741,-76,92,560
32753,-104,-52,-820
32755,148,20,2496
32757,208,-36,512
32759,-168,-52,-716
32761,-316,-44,-848
32767,-456,-124,-304
32769,256,220,-944
32771,-84,-56,768
32783,136,48,-140
32785,0,28,-480
32787,96,8,48
32789,-296,-132,716
32791,-64,-8,-100
32793,184,216,-772
32805,68,92,-412
32807,-64,96,-164
32809,-72,32,-224
32811,-44,44,212
32813,12,-144,500
32815,0,32,16
32827,136,100,-204
32829,100,-144,52
32831,-164,-104,104
32833,60,-32,784
32835,60,92,-552
32837,40,72,-208
32849,-4,-108,912
32851,116,304,-36
32853,-156,-4,-2064
32855,-136,-228,444
32857,-116,144,-104
32859,376,28,-56
32865,232,88,68
32867,-104,-120,632
32879,40,40,-264
32881,-64,-36,-404
32883,96,-52,308
32885,-124,-108,548
32887,-48,32,-432
32889,12,-16,-104
32901,92,56,-44
32903,-12,-56,140
32905,20,-32,88
32907,32,28,120
32909,-24,4,88
32911,48,-76,-100
32913,52,72,-276
