T,X,Y,Z
40706,32,-12,-60
40708,36,20,-184
40710,12,28,72
40712,28,0,-20
40714,20,-4,44
40716,-44,-16,-68
40728,56,-8,-80
40730,-36,12,-76
40732,40,-44,-44
40734,56,44,-48
40736,184,12,-832
40740,-60,304,448
40742,356,-168,828
40754,-28,240,324
40756,-8,-192,-40
40758,-92,-196,60
40760,368,132,84
40762,4,-12,-92
40764,-128,-120,8
40776,100,-52,40
40778,28,-96,-80
40780,124,-68,28
40782,8,248,-812
40784,-88,-136,1932
40786,180,-172,252
40798,148,104,64
40800,128,-40,368
40802,-48,-28,496
40804,280,96,-572
40806,-132,-84,-40
40808,-152,-240,392
40820,140,36,-32
40822,24,40,-252
40824,104,204,-320
40826,-12,20,24
40828,-44,-72,252
40830,-12,-16,404
40842,-80,44,404
40844,16,88,0
40848,-52,-12,608
40850,-76,52,-452
40852,-32,-60,84
40854,40,-24,124
40856,104,76,28
40858,-116,128,-344
40870,44,156,-620
40872,-164,-124,-236
40874,-32,-36,316
40876,-56,120,-456
40878,180,76,-236
40890,100,60,152
40892,124,48,-244
40894,-144,-44,-144
40896,-96,-108,488
40898,92,88,304
40900,100,116,-272
40912,32,16,-244
40914,0,20,-144
40916,-80,-108,252
40918,-4,-116,120
