T,X,Y,Z
52674,-12,-60,-12
52676,16,8,-64
52678,12,104,32
52680,36,-36,-20
52687,12,0,-8
52689,0,16,8
52691,-44,16,-112
52693,-28,-32,-64
52695,32,-16,28
52697,-48,60,12
52709,240,-116,-1020
52711,-544,60,180
52713,428,144,-880
52715,-36,-372,1364
52717,-432,120,-340
52719,540,188,-540
52731,-164,-48,228
52733,460,96,60
52735,-252,56,-380
52737,-204,-120,456
52739,392,-152,288
52741,-308,80,-332
52753,264,-72,-884
52755,412,408,436
52757,-188,-68,940
52759,-220,-216,-1148
52761,168,176,-216
52773,308,84,108
52775,-56,48,-500
52777,136,68,-792
52779,32,-140,364
52786,156,16,-132
52788,-40,12,104
52790,-116,-48,172
52792,-108,-32,164
52794,-76,48,-16
52806,172,48,-36
52808,224,124,-544
52810,-152,24,-336
52812,-80,-180,140
52814,-8,-20,308
52816,-64,84,80
52828,64,20,424
52830,148,-96,-592
52832,116,56,-264
52834,-96,-104,292
52836,-28,-44,216
52838,52,-24,72
52850,64,32,-364
52852,180,172,-172
52854,-20,28,516
52856,-44,-184,1148
52858,20,16,144
52860,160,116,40
52872,-4,-28,-364
52874,40,36,-32
52876,-12,-40,-40
52878,-132,-100,408
52885,-44,24,-324
52887,4,-80,212
