T,X,Y,Z
9700,60,64,-92
9702,32,-32,-116
9704,-8,28,-64
9706,40,-36,-4
9708,16,56,68
9710,56,-48,8
9722,328,128,176
9724,-156,16,60
9726,-352,-200,-344
9728,404,28,-204
9730,-84,56,488
9732,-244,-136,428
9744,-204,-156,40
9746,24,-36,60
9748,-496,116,-3736
9750,76,-68,2260
9754,-420,-100,652
9756,-292,-192,-1080
9758,188,116,-804
9770,356,8,-468
9772,-16,164,-540
9774,-292,-36,356
9776,92,-76,376
9778,-24,36,108
9780,104,40,-428
9782,296,148,-748
9794,128,8,136
9796,-140,-92,404
9798,-52,-72,124
9800,196,72,-384
9802,-12,80,-468
9804,-64,144,-464
9816,-24,-68,-528
9818,-60,-16,-196
9820,52,-92,292
9822,20,-4,136
9824,136,60,-240
9826,-192,4,-88
9838,-68,-4,760
9840,52,-48,-320
9842,40,-80,-60
9844,-116,72,32
9846,56,36,-120
9848,144,180,-176
9855,204,-4,1496
9857,76,168,-456
9859,-284,-124,-1040
9861,-228,-24,-220
9873,16,-76,84
9875,-180,-132,-48
9877,0,132,228
9879,180,156,-248
9881,4,8,-132
9883,40,-164,300
9895,-116,-12,288
9897,-24,-96,328
9899,48,48,84
9901,92,144,-264
9903,0,-48,-304
9905,-48,48,72
