T,X,Y,Z
40066,0,88,-20
40068,-48,-12,32
40070,40,-8,20
40072,-20,56,-36
40074,-52,144,104
40076,-36,-12,-108
40088,68,-4,-116
40090,-60,-32,-72
40092,52,8,-56
40094,-32,4,-128
40156,232,176,-512
40158,360,-60,252
40160,-188,-380,16
40162,324,32,-372
40164,360,20,52
40176,-96,-40,-276
40178,-44,0,240
40180,-152,-48,-120
40182,-164,8,-124
40184,-60,164,-276
40186,-176,220,320
40198,4,52,92
40200,184,52,608
40202,244,164,112
40204,-252,-104,-468
40206,48,64,236
40208,32,24,832
40220,204,56,-60
40222,108,0,316
40224,80,-264,48
40226,36,-72,-308
40228,248,212,44
40230,148,24,284
40242,-128,140,64
40244,-28,92,116
40246,-220,-80,68
40248,-148,4,-104
40252,-84,-36,-332
40254,-68,-108,164
40256,-44,8,-156
40268,56,-144,-60
40270,132,36,-136
40272,76,-88,-116
40274,-16,-8,72
40276,8,-88,-100
40278,144,-44,28
40290,16,84,-284
40292,36,60,-76
40294,36,68,-76
40296,-48,16,124
40298,68,148,40
40300,12,68,92
40302,-36,40,-68
40314,68,24,-100
40316,72,-80,72
40318,12,-20,-20
40320,-88,-36,204
40322,16,-20,108
40324,60,-92,-64
40336,44,16,-44
