T,X,Y,Z
13528,-20,28,-28
13540,52,-72,-20
13542,-80,28,96
13544,28,-32,-40
13546,-24,-12,8
13550,-16,-36,-88
13552,4,-60,20
13554,-60,124,-124
13556,-72,-12,-72
13568,-80,-124,324
13570,304,8,700
13572,268,72,976
13574,-440,-164,-628
13576,192,116,-368
13578,348,-80,1292
13590,216,124,-200
13592,180,296,-228
13594,-32,-176,832
13596,-80,-132,-896
13598,268,248,-228
13610,-48,-156,176
13612,-172,32,-196
13614,276,180,-180
13616,-8,-44,272
13618,-60,-232,140
13620,40,28,-172
13632,-40,-92,280
13634,144,156,-12
13636,-132,20,-304
13638,20,-48,-416
13640,-84,-160,780
13644,-116,32,12
13646,72,-32,76
13658,76,272,-2832
13660,-524,-128,176
13662,432,-172,580
13664,232,28,76
13666,-320,0,-144
13668,212,104,-160
13680,88,56,-884
13682,264,212,-220
13684,-140,-80,644
13686,-64,-80,528
13688,160,232,-272
13690,0,120,-556
13702,-48,-64,-184
13704,84,96,-24
13706,-12,-8,-168
13708,-96,-112,308
13710,188,-52,172
13712,76,16,-396
13724,56,-4,-20
13726,-16,28,176
13728,88,24,28
13730,0,-44,-92
13732,20,-68,-60
13734,44,148,-220
13736,-20,16,-120
13748,-16,24,-180
13752,36,32,-124
