T,X,Y,Z
46086,-36,-20,-132
46088,-44,-40,-88
46090,32,-8,144
46102,12,76,40
46104,-84,96,12
46106,-24,36,-92
46108,-48,-48,-100
46110,-76,0,112
46114,-32,-36,72
46116,80,64,-84
46118,420,152,-2096
46130,32,-4,120
46132,-260,-160,-468
46134,212,292,-1124
46136,-60,56,920
46138,252,-208,-1364
46140,-728,0,1284
46152,16,-108,36
46154,-116,36,-660
46156,396,284,328
46158,112,-92,72
46160,-364,-272,-72
46162,564,152,-320
46174,-20,-108,440
46176,-12,-176,124
46178,136,72,-188
46180,-16,-52,48
46182,-152,-24,-32
46184,28,40,-416
46196,-16,24,-100
46198,-84,-20,144
46200,-108,76,-132
46202,24,-44,-36
46204,-52,-8,172
46206,-124,-20,-76
46210,-108,4,-548
46222,40,-152,1436
46224,564,-28,908
46226,-260,112,-744
46228,296,-132,924
46230,56,48,496
46232,-20,-56,-52
46244,-112,4,572
46246,-92,-188,376
46248,216,128,-452
46250,-56,220,32
46252,-132,-124,200
46254,72,-76,-256
46266,28,-20,36
46268,-56,-244,148
46270,-16,12,-140
46272,32,0,-72
46274,-76,-60,-48
46276,-64,-112,272
46288,-12,32,-140
46290,0,-76,-64
46292,100,-20,12
46294,28,72,24
46296,0,56,-212
46298,0,-24,-96
