T,X,Y,Z
56525,-64,36,-52
56527,36,0,56
56529,-28,20,8
56531,-36,0,-20
56533,12,72,-20
56537,-72,-40,4
56539,48,4,-52
56541,-44,-8,-40
56553,-52,-32,-44
56555,32,-88,-72
56557,296,196,-688
56559,-216,60,-40
56561,-164,-428,1472
56563,332,104,-292
56575,-56,108,-800
56577,376,76,136
56579,-292,0,524
56581,348,148,-604
56583,-156,-32,8
56585,84,12,-1576
56597,272,232,-664
56599,12,180,-204
56601,-28,-112,-1144
56603,48,0,156
56605,-92,-224,1076
56607,-128,-144,220
56619,204,100,-228
56621,288,0,220
56623,-12,-16,-148
56625,-124,84,92
56627,-72,-116,-28
56639,116,144,-216
56643,-72,-48,-332
56645,-104,-40,-96
56647,-172,16,-56
56649,-32,28,432
56651,16,8,68
56663,8,-132,-140
56665,-68,-228,-308
56667,-72,84,-68
56669,380,20,152
56671,20,-192,1336
56673,-96,-248,2092
56685,44,-128,-172
56687,168,24,396
56689,4,88,56
56691,-128,148,-452
56693,128,68,380
56695,-4,-24,332
56707,-76,112,-144
56709,-152,-108,128
56711,72,32,228
56713,-80,4,32
56715,44,28,-200
56717,-48,4,232
56729,204,4,-60
56731,24,-52,-152
56733,-24,40,168
56735,-20,-68,88
56737,28,-4,-192
