T,X,Y,Z
15965,-8,-20,-92
15967,56,4,-48
15969,-12,8,-52
15981,-52,68,-48
15983,100,28,-80
15985,84,-28,-60
15987,28,-68,-20
15989,84,-12,64
15991,-36,92,24
15993,-76,36,-92
15997,440,268,-1948
16009,104,-136,984
16011,-12,12,72
16013,-252,52,-1120
16015,184,-8,248
16017,124,-216,1016
16019,-120,104,-516
16031,-48,-48,-860
16033,-64,20,784
16035,132,204,-52
16037,40,24,-396
16039,-172,-72,-552
16041,72,-56,476
16053,-116,-20,-336
16055,180,92,-316
16057,144,140,232
16059,-56,-104,-156
16061,4,-12,-152
16063,68,-24,-44
16075,-92,8,212
16077,8,48,-372
16079,-96,8,-268
16081,-64,-92,-260
16083,-132,108,68
16085,-76,44,132
16097,64,-52,272
16099,100,56,-60
16103,-84,-44,28
16105,-112,-76,1016
16107,-248,-268,36
16109,160,404,-3552
16111,84,352,-2152
16123,236,20,596
16125,-152,144,-516
16127,-28,8,-112
16129,24,-132,944
16131,-104,-76,112
16133,44,192,-868
16145,-16,-100,312
16147,72,120,240
16149,-176,48,-176
16151,28,-124,52
16153,16,-120,220
16155,16,28,-292
16167,-24,-80,-68
16169,-12,36,332
16171,-32,24,-12
16173,-4,24,-204
16175,-32,56,-176
16177,76,-32,-100
