T,X,Y,Z
14775,56,-56,-144
14779,20,44,52
14781,52,-16,-12
14783,8,-36,-44
14785,28,0,-52
14787,12,-32,60
14789,92,-68,-176
14801,-60,-80,-164
14803,128,88,20
14805,52,-8,240
14807,-296,-280,512
14809,16,80,-492
14811,496,268,-76
14823,-220,116,1360
14825,20,-336,1164
14827,56,64,-476
14829,-100,-60,644
14831,12,-140,476
14833,316,128,-588
14845,332,172,-80
14847,-36,-60,488
14849,-284,-108,-192
14851,228,232,-28
14853,-136,68,-136
14855,156,60,-288
14867,76,124,-164
14869,44,-32,48
14871,-16,-16,-36
14873,-60,-76,200
14877,-40,56,-316
14879,-52,20,-392
14881,-4,-4,184
14893,-236,44,-356
14895,24,-16,140
14897,40,-12,40
14899,44,-16,-484
14901,-112,-20,-224
14903,104,-100,992
14915,-588,112,-460
14917,240,16,-728
14919,140,-48,388
14921,-164,-168,-568
14923,12,152,-828
14925,84,108,104
14937,216,92,-60
14939,-68,200,-200
14941,-56,-16,-100
14943,96,-116,188
14945,-168,4,72
14947,108,60,-280
14959,-72,-148,268
14961,36,-36,140
14963,84,-24,-220
14965,-44,20,56
14967,36,28,164
14969,-72,24,72
14973,32,4,48
14975,-56,20,12
14987,64,20,-232
14989,-8,36,112
