T,X,Y,Z
17625,-20,-32,36
17627,-4,120,40
17629,100,-32,-32
17631,-60,-36,32
17633,68,0,-32
17637,-72,28,-64
17649,96,-12,96
17651,-52,-56,64
17653,84,-16,20
17655,240,56,176
17657,-168,228,-2456
17659,-196,-320,2084
17671,52,36,596
17673,-140,-88,-440
17675,96,80,-1332
17677,0,40,712
17679,168,116,68
17681,60,-136,-156
17693,-476,144,-148
17695,-24,-96,-516
17697,-72,-32,-1020
17699,324,280,-180
17701,-52,64,396
17703,-52,-220,360
17715,280,-24,264
17717,-168,-80,252
17719,320,20,-296
17721,116,176,-600
17723,-104,-52,-396
17725,-256,-288,984
17737,-112,64,472
17741,-12,0,-412
17743,104,76,8
17745,-96,-140,92
17747,-132,-152,296
17749,-208,-44,792
17761,-20,28,60
17763,184,64,-356
17765,4,-92,120
17767,-64,-36,232
17769,-76,-52,16
17771,-252,-72,292
17783,-24,32,-112
17785,-240,-24,-196
17787,332,92,364
17789,-88,-48,1288
17791,-328,340,-2876
17793,348,-120,-308
17805,-116,272,280
17807,208,8,-308
17809,-236,-204,-440
17811,-12,-8,-64
17813,164,4,288
17815,-80,-108,-168
17827,28,68,-152
17829,124,-4,-120
17831,-100,-112,272
17833,68,36,16
17837,92,68,-56
17839,24,16,-256
