T,X,Y,Z
58413,12,-40,-120
58415,-28,-48,-88
58417,16,-40,-52
58419,-32,36,176
58423,-20,-36,28
58425,32,36,-4
58437,80,52,40
58439,52,-28,-160
58441,4,48,-16
58443,60,40,208
58445,384,296,-2024
58447,-524,-364,2092
58459,-208,-116,976
58461,104,-28,-448
58463,-32,4,12
58465,-44,-12,540
58467,-56,60,80
58469,92,-40,-692
58481,-216,-188,608
58483,-36,-268,2188
58485,604,188,808
58487,-560,-24,272
58489,-48,-156,-340
58491,572,208,-1120
58503,204,-48,-776
58505,-304,-200,424
58507,-32,52,324
58509,372,144,-52
58511,-132,-188,172
58513,132,-4,-484
58525,124,8,-80
58529,56,32,340
58531,28,16,76
58533,112,-12,-572
58535,4,28,-24
58537,-60,-88,260
58539,-36,-184,20
58551,80,52,-184
58553,-124,-8,184
58555,-8,4,-124
58557,-60,44,-136
58559,96,-8,252
58561,-64,-44,396
58573,104,-48,96
58575,104,64,-48
58577,28,40,-72
58579,0,-36,116
58581,8,-44,-584
58583,-60,-84,496
58595,-152,4,-248
58597,12,-104,-56
58599,-120,-4,-344
58601,416,100,-728
58603,-536,-108,196
58605,220,-52,-536
58617,-48,-52,-116
58619,-24,-68,-212
58621,56,-176,60
58623,-68,-8,-132
58627,-104,-52,-16
