T,X,Y,Z
36376,-48,44,36
36378,-60,-44,-108
36390,832,192,200
36392,-344,0,-52
36394,-244,-288,-308
36396,204,36,-36
36398,-128,264,356
36400,-32,-156,200
36412,-216,-32,208
36414,120,-52,-116
36416,-8,112,-1128
36418,84,-64,664
36420,44,-32,-472
36422,60,-44,40
36434,328,32,80
36436,-208,176,608
36438,-64,36,-1120
36440,184,12,-932
36444,-148,-104,720
36446,-16,-172,-12
36448,-44,68,-276
36460,-120,-96,68
36462,100,36,-164
36464,-12,36,-288
36466,-56,-144,280
36468,-144,-136,392
36470,60,-56,-244
36482,132,68,-404
36484,-144,8,-276
36486,12,76,88
36488,-56,0,144
36490,-132,-120,316
36492,92,80,-232
36504,104,76,-896
36506,-60,-56,-168
36508,64,16,16
36510,-76,-16,292
36512,-28,64,-252
36514,4,20,-64
36526,-24,-156,1732
36528,56,284,-2380
36530,88,12,-700
36532,-404,-76,144
36534,192,-92,-72
36541,280,116,324
36543,-124,60,556
36545,104,-12,400
36547,-36,32,-244
36559,148,-12,-160
36561,-44,-56,-76
36563,-40,48,32
36565,36,76,116
36567,-128,-52,620
36569,12,-88,-48
36581,-68,-20,36
36583,-16,-20,-156
36585,36,-24,72
36587,96,-72,172
36589,76,-40,-12
36591,32,12,140
