T,X,Y,Z
54415,24,24,80
54417,40,68,-4
54429,80,36,4
54431,96,0,-52
54433,32,60,112
54435,-4,60,16
54437,16,84,20
54439,36,12,-100
54441,100,112,-100
54453,296,24,-276
54457,-204,-72,520
54459,92,36,-524
54461,-12,40,-276
54463,-24,-48,792
54465,176,100,216
54477,460,60,-448
54479,-200,64,236
54481,-136,4,-2760
54483,-480,-344,2768
54485,520,336,-896
54487,-296,100,208
54499,-328,4,172
54501,132,-40,580
54503,84,72,-252
54505,-60,20,12
54507,-44,-56,292
54509,92,104,216
54521,84,-28,-244
54523,-32,68,152
54525,200,28,-220
54527,8,-36,56
54529,-16,-60,144
54531,40,156,128
54543,64,20,184
54545,12,96,-236
54547,-36,40,-216
54549,-12,-76,-104
54553,4,32,264
54555,-16,0,-84
54557,-192,-48,12
54559,64,64,-48
54571,-124,-44,-196
54573,116,-32,16
54575,100,-80,300
54577,-144,-68,-40
54579,-88,-72,-88
54581,124,76,-488
54593,-128,48,440
54595,-780,-192,-580
54597,680,92,1052
54599,-68,240,-304
54601,-488,-240,952
54603,420,68,-1192
54615,176,160,-280
54617,-44,-220,-236
54619,-144,-144,116
54621,-40,168,-44
54623,68,16,8
54625,-292,-92,-112
54637,8,40,-112
