T,X,Y,Z
3913,-4,4,-132
3915,0,28,-20
3917,128,-20,56
3929,0,-36,8
3931,-32,44,-104
3933,-88,-60,-76
3935,4,68,24
3937,-76,-36,136
3939,-92,-80,28
3941,144,128,40
3953,364,196,-1196
3955,40,148,152
3957,-408,-156,676
3959,732,332,-3432
3961,-276,-76,776
3963,-500,-440,4068
3975,-188,-220,1108
3979,-4,-244,32
3981,-84,-88,1816
3983,440,348,-1232
3985,-320,4,-20
3987,-492,-216,992
3999,-68,-12,1108
4001,156,132,-820
4003,-56,76,-256
4005,148,152,8
4007,-120,-152,384
4009,-124,-180,460
4021,-164,-56,324
4023,92,152,240
4025,100,120,-220
4027,-148,16,-184
4029,-96,-140,-236
4031,16,-56,-128
4043,4,60,304
4045,-60,-16,-40
4047,48,4,-388
4049,40,-32,72
4051,-44,-64,-60
4053,36,56,40
4055,36,76,-76
4067,-312,-60,160
4069,120,-232,-1304
4071,268,188,196
4073,-100,144,1248
4077,140,92,-416
4079,-212,124,472
4081,276,120,-404
4093,104,-24,36
4095,24,52,492
4097,-32,-24,656
4099,-24,-44,-256
4101,100,28,-760
4103,-56,48,60
4105,88,-80,192
4117,72,-16,424
4119,-148,-16,268
4121,-132,-4,-64
4123,172,-44,-492
4125,-12,92,-292
