T,X,Y,Z
26808,60,-36,-168
26810,-64,-32,24
26812,12,-32,-132
26816,-16,-40,-12
26818,92,64,-56
26830,48,4,52
26832,-12,116,-84
26834,-16,52,8
26836,-40,32,84
26838,84,8,-64
26840,224,40,-940
26852,-228,-64,264
26854,-204,-220,720
26856,252,120,-340
26858,-76,-32,392
26860,-8,-192,-204
26862,40,164,-948
26874,436,-104,1804
26876,-308,4,472
26878,4,0,-404
26880,-216,60,-272
26882,460,120,-648
26884,32,68,1488
26896,-152,-72,-80
26898,16,-172,796
26900,20,36,264
26902,112,84,8
26904,140,120,-844
26906,36,32,-284
26918,48,-56,124
26920,-104,-60,200
26924,56,88,-284
26926,-12,-68,-448
26928,-132,-8,-232
26930,-216,-24,268
26932,-72,36,552
26944,36,24,556
26946,40,88,-644
26948,52,8,-272
26950,-128,-64,132
26952,136,-36,80
26954,8,12,-348
26966,416,-24,160
26968,-296,-148,648
26970,304,84,160
26972,120,64,-792
26974,-232,-180,976
26976,4,-28,-160
26988,-88,-16,-80
26990,100,16,-224
26992,-208,8,452
26994,72,48,-68
26996,-168,44,-260
26998,-208,-20,44
27010,8,-100,92
27012,52,-52,-192
27014,32,-12,24
27016,92,8,-40
27020,104,-28,-112
27022,24,8,-188
