T,X,Y,Z
37436,48,-68,-32
37448,76,-4,4
37450,12,4,-68
37452,32,-8,-72
37454,-32,40,8
37456,-24,-32,36
37460,36,0,-68
37462,-32,44,88
37464,84,32,44
37476,-12,-24,92
37478,196,348,-1652
37480,-204,-124,852
37482,-148,-200,416
37484,400,156,-152
37486,-212,-60,-596
37498,-84,-80,156
37500,204,128,-456
37502,-4,76,-136
37504,-176,-212,528
37506,-12,12,-64
37508,-20,52,-116
37520,76,32,600
37522,-144,140,252
37524,76,28,-620
37526,-332,-64,88
37528,144,24,32
37530,180,72,436
37542,32,156,-188
37544,8,4,152
37546,-84,-88,88
37548,12,-80,24
37550,28,80,-132
37552,-12,16,-68
37554,-20,28,40
37558,-4,24,-224
37570,-52,-8,-84
37572,-24,-84,272
37574,-80,44,-404
37576,44,88,-84
37578,-12,64,204
37580,152,116,204
37592,-92,-64,-368
37594,152,44,1752
37596,92,76,-424
37598,96,-64,-652
37600,-368,-8,148
37602,156,-84,372
37614,-120,0,124
37616,-36,64,544
37618,272,172,-464
37620,-128,48,-172
37622,16,-80,80
37624,-52,52,4
37636,20,48,-116
37638,68,-4,12
37640,76,68,-196
37642,24,-20,-8
37644,-64,-64,-40
37646,60,-16,360
37648,136,-28,72
