T,X,Y,Z
44046,4,-32,-20
44058,-40,4,-80
44060,72,76,156
44062,44,-76,148
44064,-28,-40,140
44066,-8,-4,68
44068,24,-24,56
44070,40,-48,-8
44072,12,32,4
44074,-60,-24,-12
44086,-188,0,452
44088,112,112,260
44090,132,-104,60
44092,236,-44,-1220
44094,-76,-48,596
44096,-208,12,292
44098,64,96,-2844
44100,544,-132,2048
44112,408,-292,-212
44116,-524,192,1816
44118,-176,0,476
44120,440,0,-1588
44122,144,208,492
44124,-104,-24,444
44126,-136,-488,-724
44128,-8,120,452
44140,-176,-124,16
44142,120,204,-324
44144,64,232,84
44146,124,-104,492
44148,0,-252,-60
44150,-32,180,-88
44152,-116,192,-172
44154,116,-96,-120
44166,52,112,12
44168,20,48,208
44170,-44,-28,56
44172,-148,-12,-44
44174,-328,116,-4
44176,-128,-28,-268
44178,-104,124,8
44180,-64,84,20
44192,-408,-232,816
44194,392,448,-2396
44196,-12,-432,488
44200,-364,136,676
44202,404,-144,-924
44204,-264,-56,-8
44206,40,116,452
44208,52,88,404
44210,148,76,-760
44212,76,-24,224
44224,-88,-68,440
44226,120,88,-376
44228,-132,-20,88
44230,88,168,232
44232,28,-16,4
44234,128,8,-204
44236,-116,60,220
44238,-104,-148,8
